Adjetivo,Frequência,Categoria
chata,16,
tristeza,16,
puta,16,
distração,15,
firmeza,15,
maior,15,
estranha,15,
razão,15,
galera,15,
ruim,15,
moderna,15,
poderosa,15,
cara,15,
belas,14,
baladeira,14,
água,14,
charmosa,14,
ouro,14,
viúva,14,
ideal,14,
distante,14,
moreninha,14,
fruta,14,
terra,14,
delicada,14,
companheira,14,
alheia,14,
cruel,14,
atriz,13,
comum,13,
fé,13,
puro,13,
coração,13,
sereia,13,
nana,13,
enganada,13,
contente,13,
safadinha,13,
melhor,13,
fácil,13,
dança,13,
guerreiras,13,
vaidosa,13,
homem,12,
natureza,12,
fria,12,
nobre,12,
séria,12,
rara,12,
loira,12,
massa,12,
querida,12,
mano,12,
infeliz,12,
seca,12,
caprichosa,12,
danada,12,
deusa,12,
carpideira,12,
solteiras,12,
santa,12,
cheio,12,
chique,11,
maravilha,11,
doidona,11,
amarela,11,
dia,11,
cura,11,
indecente,11,
atrevida,11,
verdadeira,11,
papo,11,
arrependida,11,
pedra,11,
capa,11,
bole,11,
única,11,
menino,11,
patricinha,11,
cabeça,11,
amada,11,
mocinha,11,
bis,11,
louco,11,
experiente,11,
viola,10,
cidade,10,
gorda,10,
vista,10,
canção,10,
legal,10,
pequenina,10,
real,10,
sinhá,10,
sapeca,10,
sertão,10,
cansada,10,
noite,10,
baixinha,10,
felicidade,10,
elegante,10,
perdida,10,
irmã,10,
desconfiada,10,
volta,9,
interesseira,9,
juro,9,
gato,9,
solidão,9,
impossível,9,
rendeira,9,
história,9,
simples,9,
funkeira,9,
fera,9,
aflita,9,
boneca,9,
tamanha,9,
zica,9,
fantasia,9,
terrível,9,
decente,9,
guia,9,
loca,9,
corpo,9,
maria,9,
brilha,9,
gostoso,9,
verdade,9,
larga,9,
irmão,9,
especial,9,
casa,9,
problema,9,
colorida,8,
sorte,8,
primeira,8,
importante,8,
sentimento,8,
tempo,8,
gamada,8,
super,8,
rapaz,8,
gita,8,
suja,8,
fumaça,8,
tereza,8,
objeto,8,
brisa,8,
causa,8,
normal,8,
sagrado,8,
saia,8,
atraente,8,
saudosa,8,
selvagem,8,
zangada,8,
goiana,8,
acostumada,8,
fofinha,8,
locutor,8,
animadinha,8,
amigos,8,
jovem,8,
leviana,8,
profissional,8,
incrível,8,
loka,8,
gama,8,
pique,8,
voz,8,
tempestade,8,
pai,8,
folha,8,
alta,8,
porta,8,
magra,8,
mimosa,8,
simpática,8,
liberdade,8,
preciosa,8,
prima,7,
mistério,7,
menininha,7,
vulgares,7,
vazia,7,
aventura,7,
vovó,7,
jóia,7,
amigo,7,
cerveja,7,
quietinha,7,
modelo,7,
mundo,7,
fêmea,7,
traiçoeira,7,
marrenta,7,
2x,7,
acompanhada,7,
pirada,7,
show,7,
parceira,7,
boba,7,
magoada,7,
bola,7,
confusa,7,
boazinha,7,
bicho,7,
bebida,7,
manhosa,7,
saliente,7,
caridade,7,
imploras,7,
vermelha,7,
mala,7,
brincadeira,7,
santinha,7,
insana,7,
funk,7,
punk,7,
desprezada,7,
poesia,7,
véia,7,
gordinha,7,
ligeiro,7,
pronta,7,
jazz,7,
estilo,7,
chapada,7,
bolada,7,
terrorista,7,
preparada,7,
aranha,7,
calma,7,
fullgás,7,
assanhada,7,
descontroladas,7,
sensação,6,
decidida,6,
preto,6,
completa,6,
infiel,6,
fascinante,6,
bunita,6,
mãezinha,6,
sol,6,
sorriso,6,
rock,6,
flores,6,
mandona,6,
feiticeira,6,
banda,6,
pira,6,
oxum,6,
dor,6,
malvada,6,
troca,6,
biga,6,
pessoa,6,
vitamina,6,
amores,6,
calada,6,
feminina,6,
solteirona,6,
insatisfeita,6,
atração,6,
ferida,6,
assanhadinha,6,
ausente,6,
mão,6,
crianças,6,
interessante,6,
tarada,6,
mãos,6,
cachorra,6,
sentimental,6,
cuidado,6,
deprimida,6,
certeza,6,
vento,6,
rebelde,6,
complicada,6,
fortuna,6,
axé,6,
gool,6,
sagaz,6,
tranquila,6,
cigana,6,
danadinha,6,
cega,6,
skatista,5,
cisma,5,
frágil,5,
valente,5,
resolvida,5,
mole,5,
imensa,5,
necessária,5,
engraçada,5,
burra,5,
brilhante,5,
caliente,5,
fogo,5,
estressada,5,
cobiçada,5,
ligeira,5,
gentis,5,
grávida,5,
estéreis,5,
original,5,
areia,5,
bença,5,
cachaça,5,
toque,5,
macia,5,
mudada,5,
durona,5,
virtuosa,5,
alma,5,
pior,5,
gelada,5,
virada,5,
avião,5,
histórias,5,
terrestre,5,
brejeira,5,
abelha,5,
suada,5,
aventureira,5,
pérola,5,
encontrada,5,
música,5,
nacional,5,
acabada,5,
tiro,5,
pobrezinha,5,
família,5,
viciada,5,
madame,5,
bamba,5,
professora,5,
prostituta,5,
absoluta,5,
cor,5,
chica,5,
praia,5,
mineira,5,
iemanjá,5,
morte,5,
cabocla,5,
bailarina,5,
disposta,5,
olhos,5,
eterna,5,
morá,5,
senhor,5,
formada,5,
filho,5,
inacreditável,5,
orgulhosa,5,
noiva,5,
vulgar,5,
pros,5,
venenosa,5,
inté,5,
carro,5,
maloca,5,
discreta,5,
pele,5,
taradinha,5,
bipolar,5,
página,5,
preferida,5,
princesinha,5,
tenebrosa,5,
doutor,5,
violenta,5,
destemida,5,
alegre,5,
esquisita,5,
insegura,5,
traída,5,
tia,5,
espetacular,5,
mercenária,5,
gentil,5,
dividida,5,
tirana,5,
singela,5,
judia,5,
gatinha,5,
solução,5,
natural,5,
qué,5,
suave,5,
estilosa,5,
felina,5,
disposição,5,
certo,4,
cansado,4,
dependente,4,
famosa,4,
disculparte,4,
ofegante,4,
encantada,4,
perfeição,4,
viagem,4,
fita,4,
curva,4,
costume,4,
tímida,4,
rap,4,
confiante,4,
mimada,4,
oooooo,4,
total,4,
esmeralda,4,
ternura,4,
forçada,4,
cismada,4,
fonte,4,
milagrosa,4,
descente,4,
facas,4,
primavera,4,
mônica,4,
passageira,4,
pretinha,4,
tchuk,4,
boas,4,
louquinha,4,
contigo,4,
vistosa,4,
café,4,
covardia,4,
medonha,4,
sertaneja,4,
soberana,4,
raridade,4,
poxa,4,
cabulosa,4,
meio,4,
inspiração,4,
sentida,4,
morenas,4,
erva,4,
rima,4,
potente,4,
cama,4,
confusas,4,
sequestrada,4,
popular,4,
bagunceira,4,
senhorio,4,
aposentada,4,
macho,4,
rotas,4,
doideira,4,
festa,4,
atentas,4,
malandra,4,
matogrossense,4,
respeito,4,
diferenciada,4,
serpente,4,
vezes,4,
chamada,4,
gulosa,4,
forrozeira,4,
milonga,4,
abusada,4,
la,4,
fraca,4,
olho,4,
pá,4,
liga,4,
vadia,4,
aperta,4,
cuca,4,
compra,4,
tranqueira,4,
testemunha,4,
pequenas,4,
clarice,4,
quieta,4,
ardente,4,
vinda,4,
curta,4,
diana,4,
obatalá,4,
poeira,4,
gerada,4,
trinca,4,
martírio,4,
indefesa,4,
litorânea,4,
expansiva,4,
contemporânea,4,
espontânea,4,
balança,4,
loucona,4,
amanda,4,
vera,4,
chá,4,
malagueta,4,
distraída,4,
milionária,4,
fina,4,
aminha,4,
americana,4,
perdição,4,
escandalosa,4,
obra,4,
malha,4,
encantadora,4,
povo,4,
carne,4,
ave,4,
inteira,4,
vez,4,
maravilhosas,4,
bala,4,
vagabundo,4,
fã,4,
surda,4,
furacão,4,
covarde,4,
moleca,4,
bendita,4,
minina,4,
firme,4,
incríveis,4,
créeme,4,
onda,4,
fingida,4,
tamo,4,
loucura,4,
molhada,4,
licença,4,
piriguete,4,
mentira,4,
pelada,4,
magrinha,4,
dona-de-casa,4,
sonho,4,
rock'n'roll,3,
sistema,3,
geral,3,
frutos,3,
aborrecida,3,
leoa,3,
satisfação,3,
vila,3,
patrão,3,
anjo,3,
quebra,3,
magia,3,
suor,3,
cabrocha,3,
banca,3,
delícia,3,
indigesta,3,
dj,3,
más,3,
rampeira,3,
cantoria,3,
pecadora,3,
minh'alma,3,
bonitinhas,3,
bicha,3,
inimigos,3,
acordada,3,
miudinha,3,
gamadão,3,
desculpa,3,
lisa,3,
moçada,3,
dita,3,
astral,3,
melodia,3,
bonequeira,3,
horas,3,
grudada,3,
costureira,3,
gestante,3,
padrão,3,
azul,3,
fenomenal,3,
torta,3,
sacana,3,
babá,3,
descalça,3,
sapequinha,3,
shineray,3,
perigo,3,
nutella,3,
muamba,3,
roqueira,3,
claudinha,3,
pagode,3,
contemplada,3,
sucesso,3,
chapa-quente,3,
imunda,3,
surreal,3,
estrada,3,
tanajura,3,
crescida,3,
motivo,3,
proibida,3,
carinhosas,3,
provocante,3,
chuva,3,
pureza,3,
desumana,3,
orgulho,3,
saúde,3,
galinha,3,
desenhada,3,
caridosa,3,
soltinhas,3,
senhores,3,
radical,3,
protegida,3,
espinho,3,
jeito,3,
ponta,3,
limpa,3,
excitante,3,
despejada,3,
graça,3,
ensinada,3,
roça,3,
filé,3,
atenção,3,
vilã,3,
zen,3,
genial,3,
doidas,3,
grão,3,
lalalalalalala,3,
rua,3,
formiga,3,
sexo,3,
abóbora,3,
escuridão,3,
envenenada,3,
fanática,3,
jogo,3,
doutrina,3,
osso,3,
influenciada,3,
levada,3,
filhinha,3,
dahora,3,
estrago,3,
zefa,3,
chave,3,
sedutora,3,
coca,3,
passado,3,
barro,3,
boiadeira,3,
voce,3,
pensativa,3,
naipe,3,
tecelã,3,
culpa,3,
mineiro,3,
morro,3,
especiais,3,
tonta,3,
comuns,3,
principal,3,
apertada,3,
tola,3,
coisinha,3,
sinuosa,3,
sutil,3,
magrela,3,
baixa,3,
recalcada,3,
unidas,3,
cintilante,3,
garoto,3,
morgana,3,
franzina,3,
tesouro,3,
libérrima,3,
xucra,3,
alucina,3,
atuante,3,
gostosinha,3,
humana,3,
manera,3,
cubanita,3,
negócio,3,
futura,3,
águia,3,
d'água,3,
loura,3,
turbinada,3,
clementina,3,
roupa,3,
baba,3,
perfeito,3,
armada,3,
indecisa,3,
sacrifícios,3,
trabalho,3,
relíquia,3,
maimbê,3,
_,3,
criada,3,
chegada,3,
garotinha,3,
carregada,3,
cheias,3,
pantera,3,
sociedade,3,
debochada,3,
ladaia,3,
sabatana,3,
insaciável,3,
bonitinho,3,
faladeira,3,
carinho,3,
ganga-zumba,3,
prestes,3,
celebridade,3,
bruxinha,3,
notícia,3,
forga,3,
descontrolada,3,
bagunça,3,
metida,3,
refrão,3,
valsa,3,
verde,3,
pesada,3,
pombinha,3,
alto,3,
pop,3,
cadela,3,
maldade,3,
moço,3,
fim,3,
caneta,3,
saravá,3,
piranha,3,
olhar,3,
uso,3,
rosinha,3,
misteriosa,3,
substituta,3,
perversa,3,
guardada,3,
lazer,3,
fruto,3,
arma,3,
boladona,3,
teto,3,
anfetamina,3,
obrigada,3,
esquecida,3,
mili,3,
cegas,3,
camponesa,3,
discutível,3,
amazonense,3,
amigas,3,
ninfo,3,
blues,3,
rosas,3,
arlequina,3,
afinada,3,
companhia,3,
sapatão,3,
felizes,3,
burguesinha,3,
asas,3,
boca,3,
trilha,3,
passista,3,
política,3,
cabelo,3,
brincalhona,3,
briguenta,3,
machista,3,
deitada,3,
suma,2,
deslumbrantes,2,
majestade,2,
casadas,2,
alarme,2,
loirinha,2,
vulcão,2,
menor,2,
motorista,2,
dias,2,
chateada,2,
imponente,2,
delegada,2,
malucona,2,
pagodeira,2,
coro,2,
mandada,2,
vadias,2,
gringo,2,
empolgada,2,
money,2,
glória,2,
inteligentes,2,
estranhas,2,
joia,2,
escrita,2,
escolhida,2,
cartola,2,
preguiçosa,2,
namorista,2,
bunduda,2,
carinha,2,
veterana,2,
lavadeira,2,
racional,2,
zangado,2,
certa,2,
querido,2,
peru,2,
ciumentas,2,
vaca,2,
diva,2,
agarradinho,2,
embraza,2,
bossa,2,
trem,2,
luxuosa,2,
lei,2,
generosa,2,
esnobe,2,
enfermeira,2,
perdão,2,
tchan,2,
suicida,2,
bandoneon,2,
destaque,2,
sóbria,2,
gêmeas,2,
iaiá,2,
personagem,2,
graciosa,2,
batuta,2,
anéis,2,
rastros,2,
ilha,2,
bebidas,2,
ditadura,2,
patroa,2,
compadre,2,
fumeta,2,
cagada,2,
tranzeira,2,
dedicada,2,
kama,2,
imperfeita,2,
negras,2,
impressionante,2,
feias,2,
corda,2,
imbica,2,
digna,2,
justa,2,
pernas,2,
descuidada,2,
ambiciosa,2,
rimo,2,
irmãs,2,
fobia,2,
sorridente,2,
assombração,2,
passarinho,2,
química,2,
união,2,
fidelidade,2,
anabela,2,
mania,2,
molhadinha,2,
paixões,2,
invejosa,2,
chiquinha,2,
perfeitas,2,
noturna,2,
esponja,2,
batata,2,
flecha,2,
vacilona,2,
maioral,2,
etra,2,
certeira,2,
hermafrodita,2,
sozinhos,2,
fila,2,
enrolada,2,
contenção,2,
meia-noite,2,
secas,2,
cidadão,2,
diversão,2,
esquálido,2,
zumba,2,
êêê,2,
reserva,2,
mundial,2,
ganga,2,
lembranças,2,
cínica,2,
carnaval,2,
lacradora,2,
sinistras,2,
chapadona,2,
sofisticada,2,
pressente,2,
segredo,2,
obra-prima,2,
coberta,2,
engravidada,2,
baiãozinho,2,
essência,2,
terno,2,
paciência,2,
poder,2,
barata,2,
mineiras,2,
sombrias,2,
quarta,2,
iguaizinhas,2,
chocada,2,
supralusitana,2,
ginga,2,
avó,2,
feijão,2,
palavra,2,
emoção,2,
surpresa,2,
bons,2,
inda,2,
forró,2,
sirigaita,2,
charme,2,
fada,2,
garbo,2,
igualzinha,2,
gargalha,2,
nóis,2,
melancia,2,
cadeira,2,
descompassa,2,
maçã,2,
alérgica,2,
frutas,2,
gato)eu,2,
melão,2,
eeemmm,2,
invenção,2,
principais,2,
mi,2,
sofredora,2,
caipira,2,
rico,2,
malandrinha,2,
materialista,2,
romântica,2,
idealista,2,
olhada,2,
cozinha,2,
mulata,2,
cê,2,
mistura,2,
coadjuvantes,2,
energia,2,
biquíni,2,
sozinhas,2,
alfacinha,2,
cratapumba,2,
anfitrião,2,
cavala,2,
sabor,2,
fulana,2,
aleluia,2,
zona,2,
fofo,2,
vó,2,
xona,2,
morô,2,
padroeira,2,
vaga,2,
porrada,2,
pandora,2,
mansa,2,
calor,2,
bisa,2,
concha,2,
neurose,2,
neguinho,2,
lírica,2,
sedutor,2,
quinhentos,2,
urata,2,
dançarina,2,
dibica,2,
mudança,2,
nome,2,
baila,2,
ligeirinho,2,
gostosas,2,
berimba,2,
droga,2,
catra,2,
sinfônica,2,
sarita,2,
},2,
verão,2,
quebradeira,2,
intensa,2,
increnqueira,2,
putinha,2,
vontade,2,
flex,2,
geração,2,
arrepio,2,
soltas,2,
cordão,2,
coleção,2,
bomba,2,
h,2,
mar,2,
careta,2,
tatuagem,2,
sal,2,
chefe,2,
merecedora,2,
feitiço,2,
nativa,2,
mágoa,2,
potranca,2,
cevei,2,
morada,2,
nananana,2,
risonha,2,
mocidade,2,
nenê,2,
chacrinha,2,
ficô,2,
lalalá,2,
cremos-a-a-a,2,
grandão,2,
corajosa,2,
beat,2,
afiada,2,
quieto,2,
queimada,2,
ninfeta,2,
mermão,2,
imune,2,
putaria,2,
trama,2,
lecastily,2,
diferentona,2,
faxineira,2,
canetada,2,
vampira,2,
mana,2,
mensageira,2,
truta,2,
fissurada,2,
atenta,2,
su,2,
ar,2,
singular,2,
elétrica,2,
densa,2,
futebol,2,
faraó,2,
guria,2,
fútil,2,
neurótica,2,
impressionada,2,
gueixa,2,
conhecida,2,
friazona,2,
gigante,2,
sedenta,2,
sonhos,2,
menores,2,
celeste,2,
celestial,2,
cavalo,2,
homens,2,
faró,2,
harpia,2,
rarara,2,
voraz,2,
mama,2,
mensagem,2,
canto,2,
transgênica,2,
doença,2,
engraçadinha,2,
boçal,2,
terrestres,2,
envolvida,2,
passo,2,
chavio,2,
gêmea,2,
chic,2,
magnética,2,
adelita,2,
papai,2,
arrochadinha,2,
chandon,2,
lotado,2,
ces,2,
goiabada,2,
cascão,2,
cerva,2,
bosal,2,
bumbum,2,
lálá,2,
sábia,2,
saída,2,
relação,2,
glamour,2,
profissionais,2,
exclusiva,2,
protetora,2,
bandidas,2,
comando,2,
neuma,2,
meninos,2,
fechada,2,
ladina,2,
pipoca,2,
animal,2,
ciente,2,
vestida,2,
ignorante,2,
arisca,2,
margarida,2,
sapateia,2,
véve,2,
serena,2,
moca,2,
ruaceira,2,
vestido,2,
forma,2,
píui,2,
útil,2,
vixe,2,
mainha,2,
levante,2,
invisível,2,
lama,2,
deslumbrante,2,
sacola,2,
beldades,2,
rodada,2,
engraçadinhas,2,
tela,2,
coco,2,
jeitosa,2,
manequim,2,
calmos,2,
santas,2,
robe,2,
beijoqueira,2,
treme-treme,2,
quage,2,
treinada,2,
tchuin,2,
lenha,2,
anos,2,
abismo,2,
corrente,2,
confusão,2,
divertida,2,
sapecas,2,
bella,2,
bovina,2,
virtuosas,2,
batalhadora,2,
ingênua,2,
conversa,2,
mentirosa,2,
neol,2,
fabulosa,2,
liberada,2,
explosiva,2,
exuberante,2,
juventude,2,
montada,2,
parecidos,2,
multicolor,2,
abusiva,2,
femea,2,
balsas,2,
estudante,2,
honesta,2,
admirada,2,
anarquista,2,
vivo,2,
cinéfila,2,
cabeças,2,
borboleta,2,
well,2,
mandinga,2,
estação,2,
enfezada,2,
justo,2,
caolha,2,
fashion,2,
verdes,2,
fantasiada,2,
véio,2,
global,2,
pistoleira,2,
cachaceira,2,
sinceras,2,
vagaba,2,
zélia,2,
atoa,2,
champanhe,2,
populosa,2,
sanfona,2,
exigente,2,
convidada,2,
assassina,2,
otária,2,
estrangeira,2,
espanto,2,
tristonha,2,
virge,2,
ruiva,2,
mia,2,
santidade,2,
hip,2,
malucas,2,
pretos,2,
juliana,2,
sandrinha,2,
som,2,
errante,2,
salida,2,
desesperada,2,
assadinha,2,
caçadora,2,
maluquinha,2,
bondade,2,
putas,2,
prazer,2,
pena,2,
irresistível,2,
goteira,2,
laia,2,
raiz,2,
amorosa,2,
sereias,2,
volúvel,2,
iluminada,2,
ideia,2,
estéril,2,
bobeia,2,
silicone,2,
madalenas,2,
condessa,2,
rota,2,
campeã,2,
pipa,2,
namoradeiras,2,
drogadas,2,
recordação,2,
éa,2,
miragem,2,
dispersa,2,
nananananana,2,
mariposa,2,
pras,2,
louça,2,
banana,2,
pagã,2,
vitória,2,
reais,2,
marias,2,
pleno,2,
rosa,2,
fantástica,2,
pontiaguda,2,
número,2,
traiçoeiras,2,
amarga,2,
fofa,2,
cehio,2,
arrumadinha,2,
fênix,2,
proteção,2,
claríssima,2,
moda,2,
desvalida,2,
ricas,2,
japonesa,2,
dolores,2,
audaz,2,
ativa,2,
deliciosa,2,
exemplo,2,
indiferente,2,
decadentes,2,
narana,2,
coisas,2,
educada,2,
gritai,2,
explosão,2,
divinal,2,
filhos,2,
circunflexos,2,
inferior,2,
pomba,2,
compreendida,2,
benzinho,2,
ieeh,2,
perfume,2,
sedução,2,
galanteios,2,
creuza,2,
sarada,2,
sambar,2,
encrenqueira,2,
possessiva,2,
baranga,2,
franca,2,
turma,2,
mal-amada,2,
carentes,2,
barriguda,2,
véri,2,
miss,2,
tensa,2,
ferrada,2,
neve,2,
depressiva,2,
prova,2,
amarrada,2,
cadente,2,
suadouro,2,
xiu,1,
caça,1,
fechamento,1,
mermo,1,
pano,1,
gramas,1,
cacareja,1,
correta,1,
lunática,1,
tramas,1,
drogas,1,
estilistas,1,
hit,1,
enchente,1,
copos,1,
deusas,1,
curvas,1,
raivosa,1,
flora,1,
medo,1,
filhas,1,
nostradamus,1,
súbita,1,
emotiva,1,
brusca,1,
correria,1,
hipnotizante,1,
inconstante,1,
broxante,1,
traficante,1,
puros,1,
militar,1,
indecência,1,
daúde,1,
agressivo,1,
sufocante,1,
gamadinha,1,
formas,1,
geme,1,
exposa,1,
árdua,1,
horrível,1,
enloquece,1,
zoeira,1,
provisórias,1,
vizinhas,1,
estudantes,1,
biblica,1,
desvalorizada,1,
máximo,1,
casca,1,
podre,1,
deturpada,1,
maxilar,1,
influência,1,
pricipal,1,
autor,1,
diferença,1,
maquiagem,1,
tres,1,
chan-chan,1,
atras,1,
disciplina,1,
felizão,1,
íntima,1,
tiempos,1,
betement,1,
nina,1,
antipática,1,
lígia,1,
armadilha,1,
fixa,1,
gatuna,1,
redução,1,
reila,1,
aguerrida,1,
intrépida,1,
expressa,1,
fyah,1,
perguntá,1,
ouvida,1,
abração,1,
plact,1,
plunct,1,
brandas,1,
preço,1,
sorridenti,1,
ricordi,1,
hipnotizada,1,
verso,1,
letra,1,
luzia,1,
purificação,1,
predileta,1,
virtude,1,
doidão,1,
cola,1,
inumeras,1,
afim,1,
fia,1,
passatempo,1,
bota,1,
jogada,1,
fértil,1,
laser,1,
spot,1,
buena,1,
xuxa,1,
onça,1,
gaúcha,1,
buya,1,
hinga,1,
desejos,1,
andarilha,1,
saideira,1,
luciférica,1,
governanta,1,
pruma,1,
braços,1,
sangues,1,
bonecas,1,
submersas,1,
grávidas,1,
rimador,1,
sossegada,1,
vapor,1,
glamurosa,1,
dura,1,
esparrada,1,
caguetagem,1,
eufórica,1,
adimira,1,
avulso,1,
gelo,1,
monstra,1,
cata,1,
impunidade,1,
inquilina,1,
underground,1,
terapia,1,
traca,1,
alívio,1,
fuzís,1,
cobaia,1,
sujas,1,
solitaria,1,
presidiaria,1,
espantada,1,
humilhada,1,
bolado,1,
feno,1,
assobia,1,
tranquilo,1,
locas,1,
serio,1,
jánai,1,
egoísta,1,
dendê,1,
noça,1,
enfeitiçado,1,
lado,1,
carta,1,
caveira,1,
possessivas,1,
inconveniente,1,
resposta,1,
viúvas,1,
afronta,1,
relações,1,
femini,1,
rude,1,
swag,1,
tigre,1,
chão,1,
diamante,1,
estrelas,1,
vil,1,
classy,1,
sobremesa,1,
ichiban,1,
nave,1,
palmas,1,
sensualidade,1,
diarista,1,
excitadinha,1,
desejo,1,
vaqueiro,1,
rameira,1,
ciranda,1,
peita,1,
dodói,1,
farrar,1,
loucaça,1,
dodoi,1,
chamega,1,
doido,1,
gostamice,1,
ingenuo,1,
estuprada,1,
deu(bis,1,
injuriada,1,
glamourosa,1,
nus,1,
eva,1,
potencial,1,
incentivadora,1,
lutadora,1,
tango,1,
enbora,1,
sócia,1,
ovelha,1,
nús,1,
otaku,1,
fancy,1,
rosada,1,
travas,1,
positiva,1,
tbtexto,1,
ergo,1,
marielle,1,
wapi,1,
nauliza,1,
super-bacana,1,
calmaria,1,
zero-bala,1,
habilidosa,1,
farta,1,
intravenosa,1,
insegurança,1,
desconfiança,1,
socialite,1,
racionais,1,
multa,1,
vingativa,1,
frenética,1,
clientes,1,
cegonha,1,
escolha,1,
mato,1,
ibope,1,
solteiro,1,
passarela,1,
tradicional,1,
coxão,1,
mosca,1,
muriçoca,1,
criatura,1,
sertãs,1,
delicinha,1,
decem,1,
thalia,1,
brabas,1,
julieta,1,
roleta,1,
brincadeiras,1,
incomparável,1,
perfeitinha,1,
contaminada,1,
matilde,1,
faiz,1,
mulher-home,1,
travesti,1,
pobres,1,
menorzin,1,
garotão,1,
empinadinha,1,
marrento,1,
canditada,1,
clássica,1,
sambadeira,1,
picon,1,
rapazes,1,
sarra,1,
vip,1,
hoii,1,
invento,1,
visita,1,
viciante,1,
peixão,1,
quantia,1,
paulinha,1,
aeromoça,1,
enxuta,1,
todinha,1,
verdinha,1,
tentaçao,1,
cheiro,1,
atoas,1,
involucra,1,
molhadinhos,1,
calminha,1,
desdita,1,
forrorea,1,
vazio,1,
largo,1,
playback,1,
monarquia,1,
enciumada,1,
chorona,1,
gandaia,1,
acesa,1,
eletricista,1,
garantida,1,
lutas,1,
cristã,1,
serenata,1,
contratos,1,
raposa,1,
exerções,1,
bebê,1,
trampo,1,
purpurina,1,
foliona,1,
valentona,1,
champpamgni,1,
socada,1,
cortesia,1,
cão,1,
calça,1,
saborosa,1,
trabalhadores,1,
afogada,1,
teresa,1,
insistência,1,
assustada,1,
sentarao,1,
inveja,1,
meiguinha,1,
luna,1,
zenunin,1,
ishet,1,
fur,1,
suvaqueira,1,
partes,1,
caymmi,1,
capricórnio,1,
demônio,1,
farol,1,
algema,1,
pae,1,
time,1,
loucos,1,
vaia,1,
pólvora,1,
mídia,1,
invejável,1,
fresca,1,
lobo-bolo,1,
magistrada,1,
eclipse,1,
consciente,1,
quereno,1,
propagandoa,1,
hahahaha,1,
sabias,1,
hip-hop,1,
gin,1,
tablatura,1,
parafina,1,
livros,1,
cortante,1,
encrusta,1,
tremer,1,
rueira,1,
ascese,1,
infinita,1,
maliciosa,1,
ati,1,
agaxa,1,
sinuca,1,
madeira,1,
navucha,1,
sofredor,1,
sertãzinho,1,
seresteira,1,
lalalalaralala,1,
candeeiro,1,
taberna,1,
míranos,1,
tierna,1,
relevo,1,
mística,1,
abras,1,
crepitantes,1,
constante,1,
poetas,1,
garrida,1,
antártica,1,
balanço,1,
diabo,1,
questionada,1,
moral,1,
dominadora,1,
aiaiai,1,
arassa,1,
animadadança,1,
roleira,1,
piradas,1,
afoita,1,
garrafa,1,
indireta,1,
ísca,1,
bolosa,1,
sequência,1,
incontrolável,1,
ahn,1,
acelerada,1,
impostor,1,
graduada,1,
quado,1,
incomparavel,1,
mane,1,
vinheta,1,
divinas,1,
agenda,1,
automóveis,1,
gostosin,1,
catucada,1,
abacaxi,1,
arrochada,1,
enlouquecida,1,
sex,1,
transitória,1,
zarôia,1,
vício,1,
comportas,1,
calientes,1,
violência,1,
marginais,1,
geradora,1,
cartas,1,
brancos,1,
crazy,1,
breteira,1,
zueira,1,
tigresa,1,
desquitada,1,
confiança,1,
paloma,1,
conselheira,1,
arrumadeira,1,
